event_id,user_id,session_id,event_timestamp,event_name,session_duration_sec,feature_used
evt_169,usr_000038,sess_bfea930c39,2026-07-11 23:32:37,signup_completed,75,Auth_Modal
evt_170,usr_000039,sess_cdc790af11,2026-07-07 00:57:27,app_open,15,Splash_Screen
evt_171,usr_000039,sess_cdc790af11,2026-07-07 00:58:08,signup_initiated,40,Auth_Modal
evt_172,usr_000040,sess_174a5c221a,2026-06-17 19:27:54,app_open,15,Splash_Screen
evt_173,usr_000040,sess_174a5c221a,2026-06-17 19:28:31,signup_initiated,40,Auth_Modal
evt_174,usr_000040,sess_174a5c221a,2026-06-17 19:29:20,signup_completed,75,Auth_Modal
evt_175,usr_000041,sess_675bda34a2,2026-07-28 15:50:30,app_open,15,Splash_Screen
evt_176,usr_000041,sess_675bda34a2,2026-07-28 15:50:59,signup_initiated,40,Auth_Modal
evt_177,usr_000041,sess_675bda34a2,2026-07-28 15:51:48,signup_completed,75,Auth_Modal
evt_178,usr_000041,sess_675bda34a2,2026-07-28 15:52:37,kyc_initiated,110,Identity_Verification
evt_179,usr_000041,sess_675bda34a2,2026-07-28 15:54:27,kyc_completed,240,Identity_Verification
evt_180,usr_000041,sess_675bda34a2,2026-07-28 15:56:03,first_core_action,320,Core_Dashboard
evt_181,usr_000041,sess_e93eca0f9d,2026-07-29 22:38:30,app_open,18,Home_Feed
evt_182,usr_000041,sess_e93eca0f9d,2026-07-29 22:39:58,repeat_action,210,Feature_Usage
evt_183,usr_000041,sess_abfc57d1da,2026-08-04 21:56:30,app_open,18,Home_Feed
evt_184,usr_000041,sess_abfc57d1da,2026-08-04 21:59:37,repeat_action,210,Feature_Usage
evt_185,usr_000041,sess_92e9b49852,2026-08-18 17:00:30,app_open,18,Home_Feed
evt_186,usr_000041,sess_92e9b49852,2026-08-18 17:01:11,repeat_action,210,Feature_Usage
evt_187,usr_000041,sess_fb025581e3,2026-08-28 01:18:30,app_open,18,Home_Feed
evt_188,usr_000041,sess_fb025581e3,2026-08-28 01:19:11,repeat_action,210,Feature_Usage
evt_189,usr_000042,sess_acb13ec34d,2026-08-22 13:09:22,app_open,15,Splash_Screen
evt_190,usr_000042,sess_acb13ec34d,2026-08-22 13:09:36,signup_initiated,40,Auth_Modal
evt_191,usr_000043,sess_e18034c74c,2026-06-02 05:54:49,app_open,15,Splash_Screen
evt_192,usr_000043,sess_e18034c74c,2026-06-02 05:55:00,signup_initiated,40,Auth_Modal
evt_193,usr_000043,sess_e18034c74c,2026-06-02 05:56:17,signup_completed,75,Auth_Modal
evt_194,usr_000043,sess_e18034c74c,2026-06-02 05:56:47,kyc_initiated,110,Identity_Verification
evt_195,usr_000043,sess_e18034c74c,2026-06-02 05:58:53,kyc_completed,240,Identity_Verification
evt_196,usr_000044,sess_789b0f5f6f,2026-06-26 13:03:00,app_open,15,Splash_Screen
evt_197,usr_000044,sess_789b0f5f6f,2026-06-26 13:03:10,signup_initiated,40,Auth_Modal
evt_198,usr_000044,sess_789b0f5f6f,2026-06-26 13:04:29,signup_completed,75,Auth_Modal
evt_199,usr_000045,sess_2b466e2892,2026-08-04 21:40:53,app_open,15,Splash_Screen
evt_200,usr_000045,sess_2b466e2892,2026-08-04 21:41:07,signup_initiated,40,Auth_Modal
evt_201,usr_000045,sess_2b466e2892,2026-08-04 21:41:55,signup_completed,75,Auth_Modal
evt_202,usr_000045,sess_2b466e2892,2026-08-04 21:42:27,kyc_initiated,110,Identity_Verification
evt_203,usr_000045,sess_2b466e2892,2026-08-04 21:44:35,kyc_completed,240,Identity_Verification
evt_204,usr_000045,sess_2b466e2892,2026-08-04 21:46:05,first_core_action,320,Core_Dashboard
evt_205,usr_000045,sess_ec333ff18f,2026-08-06 02:41:53,app_open,18,Home_Feed
evt_206,usr_000045,sess_ec333ff18f,2026-08-06 02:43:11,repeat_action,210,Feature_Usage
evt_207,usr_000045,sess_0f46fc21b8,2026-08-12 09:01:53,app_open,18,Home_Feed
evt_208,usr_000045,sess_0f46fc21b8,2026-08-12 09:04:37,repeat_action,210,Feature_Usage
evt_209,usr_000045,sess_11d4c0175d,2026-08-26 08:07:53,app_open,18,Home_Feed
evt_210,usr_000045,sess_11d4c0175d,2026-08-26 08:09:34,repeat_action,210,Feature_Usage
evt_211,usr_000046,sess_804ca333ad,2026-08-24 19:39:05,app_open,15,Splash_Screen
evt_212,usr_000046,sess_804ca333ad,2026-08-24 19:39:48,signup_initiated,40,Auth_Modal
evt_213,usr_000046,sess_804ca333ad,2026-08-24 19:40:32,signup_completed,75,Auth_Modal
evt_214,usr_000046,sess_804ca333ad,2026-08-24 19:41:05,kyc_initiated,110,Identity_Verification
evt_215,usr_000046,sess_804ca333ad,2026-08-24 19:44:00,kyc_completed,240,Identity_Verification
evt_216,usr_000047,sess_54e0852942,2026-08-04 23:48:48,app_open,15,Splash_Screen
evt_217,usr_000047,sess_54e0852942,2026-08-04 23:49:10,signup_initiated,40,Auth_Modal
evt_218,usr_000047,sess_54e0852942,2026-08-04 23:50:05,signup_completed,75,Auth_Modal
evt_219,usr_000047,sess_54e0852942,2026-08-04 23:50:43,kyc_initiated,110,Identity_Verification
evt_220,usr_000047,sess_54e0852942,2026-08-04 23:52:29,kyc_completed,240,Identity_Verification
evt_221,usr_000047,sess_54e0852942,2026-08-04 23:54:03,first_core_action,320,Core_Dashboard
evt_222,usr_000047,sess_11bd5b05d6,2026-08-06 08:33:48,app_open,18,Home_Feed
evt_223,usr_000047,sess_11bd5b05d6,2026-08-06 08:35:41,repeat_action,210,Feature_Usage
evt_224,usr_000047,sess_008b085565,2026-08-19 04:46:48,app_open,18,Home_Feed
evt_225,usr_000047,sess_008b085565,2026-08-19 04:47:57,repeat_action,210,Feature_Usage
evt_226,usr_000047,sess_21064ac567,2026-08-26 09:21:48,app_open,18,Home_Feed
evt_227,usr_000047,sess_21064ac567,2026-08-26 09:22:48,repeat_action,210,Feature_Usage
evt_228,usr_000048,sess_904df51271,2026-08-13 08:34:55,app_open,15,Splash_Screen
evt_229,usr_000048,sess_904df51271,2026-08-13 08:35:22,signup_initiated,40,Auth_Modal
evt_230,usr_000048,sess_904df51271,2026-08-13 08:36:45,signup_completed,75,Auth_Modal
evt_231,usr_000048,sess_904df51271,2026-08-13 08:37:26,kyc_initiated,110,Identity_Verification
evt_232,usr_000049,sess_5eba917023,2026-07-06 02:58:07,app_open,15,Splash_Screen
evt_233,usr_000049,sess_5eba917023,2026-07-06 02:58:48,signup_initiated,40,Auth_Modal
evt_234,usr_000049,sess_5eba917023,2026-07-06 02:59:42,signup_completed,75,Auth_Modal
evt_235,usr_000050,sess_eb4d10bffd,2026-07-30 07:07:11,app_open,15,Splash_Screen
evt_236,usr_000050,sess_eb4d10bffd,2026-07-30 07:07:21,signup_initiated,40,Auth_Modal
evt_237,usr_000050,sess_eb4d10bffd,2026-07-30 07:08:11,signup_completed,75,Auth_Modal
evt_238,usr_000050,sess_eb4d10bffd,2026-07-30 07:08:46,kyc_initiated,110,Identity_Verification
evt_239,usr_000050,sess_eb4d10bffd,2026-07-30 07:10:46,kyc_completed,240,Identity_Verification
evt_240,usr_000050,sess_eb4d10bffd,2026-07-30 07:11:21,first_core_action,320,Core_Dashboard
evt_241,usr_000050,sess_e8e896b4d0,2026-07-31 16:57:11,app_open,18,Home_Feed
evt_242,usr_000050,sess_e8e896b4d0,2026-07-31 16:59:53,repeat_action,210,Feature_Usage
evt_243,usr_000050,sess_7844f27ce6,2026-08-13 17:51:11,app_open,18,Home_Feed
evt_244,usr_000050,sess_7844f27ce6,2026-08-13 17:52:16,repeat_action,210,Feature_Usage
evt_245,usr_000051,sess_cf62981b9e,2026-07-21 23:42:16,app_open,15,Splash_Screen
evt_246,usr_000051,sess_cf62981b9e,2026-07-21 23:42:34,signup_initiated,40,Auth_Modal
evt_247,usr_000051,sess_cf62981b9e,2026-07-21 23:43:45,signup_completed,75,Auth_Modal
evt_248,usr_000051,sess_cf62981b9e,2026-07-21 23:44:10,kyc_initiated,110,Identity_Verification
evt_249,usr_000051,sess_cf62981b9e,2026-07-21 23:45:30,kyc_completed,240,Identity_Verification
evt_250,usr_000051,sess_cf62981b9e,2026-07-21 23:47:01,first_core_action,320,Core_Dashboard
evt_251,usr_000051,sess_32835c29a1,2026-07-29 08:53:16,app_open,18,Home_Feed
evt_252,usr_000051,sess_32835c29a1,2026-07-29 08:56:35,repeat_action,210,Feature_Usage
evt_253,usr_000051,sess_884711760a,2026-08-21 10:55:16,app_open,18,Home_Feed
evt_254,usr_000051,sess_884711760a,2026-08-21 10:57:43,repeat_action,210,Feature_Usage
evt_255,usr_000052,sess_d7790ad9f0,2026-06-26 21:55:52,app_open,15,Splash_Screen
evt_256,usr_000052,sess_d7790ad9f0,2026-06-26 21:56:23,signup_initiated,40,Auth_Modal
evt_257,usr_000052,sess_d7790ad9f0,2026-06-26 21:57:51,signup_completed,75,Auth_Modal
evt_258,usr_000052,sess_d7790ad9f0,2026-06-26 21:58:29,kyc_initiated,110,Identity_Verification
evt_259,usr_000052,sess_d7790ad9f0,2026-06-26 22:01:10,kyc_completed,240,Identity_Verification
evt_260,usr_000052,sess_d7790ad9f0,2026-06-26 22:02:32,first_core_action,320,Core_Dashboard
evt_261,usr_000052,sess_8285b3d4d1,2026-06-28 07:41:52,app_open,18,Home_Feed
evt_262,usr_000052,sess_8285b3d4d1,2026-06-28 07:44:38,repeat_action,210,Feature_Usage
evt_263,usr_000052,sess_0ecbfd99c0,2026-06-30 11:14:52,app_open,18,Home_Feed
evt_264,usr_000052,sess_0ecbfd99c0,2026-06-30 11:16:13,repeat_action,210,Feature_Usage
evt_265,usr_000052,sess_6b01cde5a8,2026-07-18 00:53:52,app_open,18,Home_Feed
evt_266,usr_000052,sess_6b01cde5a8,2026-07-18 00:55:09,repeat_action,210,Feature_Usage
evt_267,usr_000053,sess_16d1d221fe,2026-08-18 01:49:27,app_open,15,Splash_Screen
evt_268,usr_000054,sess_af17c72f43,2026-06-13 14:36:27,app_open,15,Splash_Screen
evt_269,usr_000054,sess_af17c72f43,2026-06-13 14:36:45,signup_initiated,40,Auth_Modal
evt_270,usr_000054,sess_af17c72f43,2026-06-13 14:37:44,signup_completed,75,Auth_Modal
evt_271,usr_000054,sess_af17c72f43,2026-06-13 14:38:22,kyc_initiated,110,Identity_Verification
evt_272,usr_000055,sess_2fcfec87a7,2026-06-13 02:06:29,app_open,15,Splash_Screen
evt_273,usr_000055,sess_2fcfec87a7,2026-06-13 02:07:06,signup_initiated,40,Auth_Modal
evt_274,usr_000055,sess_2fcfec87a7,2026-06-13 02:08:17,signup_completed,75,Auth_Modal
evt_275,usr_000056,sess_af740267ff,2026-07-27 18:21:48,app_open,15,Splash_Screen
evt_276,usr_000056,sess_af740267ff,2026-07-27 18:21:59,signup_initiated,40,Auth_Modal
evt_277,usr_000056,sess_af740267ff,2026-07-27 18:23:01,signup_completed,75,Auth_Modal
